,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,1927-12-30,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,0,0,0
1,1928-01-03,17.760000228881836,17.760000228881836,17.760000228881836,17.760000228881836,0,0,0
2,1928-01-04,17.719999313354492,17.719999313354492,17.719999313354492,17.719999313354492,0,0,0
3,1928-01-05,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,0,0,0
4,1928-01-06,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,0,0,0
5,1928-01-09,17.5,17.5,17.5,17.5,0,0,0
6,1928-01-10,17.3700008392334,17.3700008392334,17.3700008392334,17.3700008392334,0,0,0
7,1928-01-11,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,0,0,0
8,1928-01-12,17.469999313354492,17.469999313354492,17.469999313354492,17.469999313354492,0,0,0
9,1928-01-13,17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055,0,0,0
10,1928-01-16,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,0,0,0
11,1928-01-17,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0,0,0
12,1928-01-18,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,0,0,0
13,1928-01-19,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,0,0,0
14,1928-01-20,17.479999542236328,17.479999542236328,17.479999542236328,17.479999542236328,0,0,0
15,1928-01-23,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,0,0,0
16,1928-01-24,17.709999084472656,17.709999084472656,17.709999084472656,17.709999084472656,0,0,0
17,1928-01-25,17.520000457763672,17.520000457763672,17.520000457763672,17.520000457763672,0,0,0
18,1928-01-26,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,0,0,0
19,1928-01-27,17.690000534057617,17.690000534057617,17.690000534057617,17.690000534057617,0,0,0
20,1928-01-30,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,0,0,0
21,1928-01-31,17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422,0,0,0
22,1928-02-01,17.530000686645508,17.530000686645508,17.530000686645508,17.530000686645508,0,0,0
23,1928-02-02,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,0,0,0
24,1928-02-03,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,0,0,0
25,1928-02-06,17.450000762939453,17.450000762939453,17.450000762939453,17.450000762939453,0,0,0
26,1928-02-07,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,0,0,0
27,1928-02-08,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,0,0,0
28,1928-02-09,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,0,0,0
29,1928-02-10,17.540000915527344,17.540000915527344,17.540000915527344,17.540000915527344,0,0,0
30,1928-02-14,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,0,0,0
31,1928-02-15,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,0,0,0
32,1928-02-16,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,0,0,0
33,1928-02-17,17.040000915527344,17.040000915527344,17.040000915527344,17.040000915527344,0,0,0
34,1928-02-20,16.950000762939453,16.950000762939453,16.950000762939453,16.950000762939453,0,0,0
35,1928-02-21,17.110000610351562,17.110000610351562,17.110000610351562,17.110000610351562,0,0,0
36,1928-02-23,17.1299991607666,17.1299991607666,17.1299991607666,17.1299991607666,0,0,0
37,1928-02-24,17.18000030517578,17.18000030517578,17.18000030517578,17.18000030517578,0,0,0
38,1928-02-27,17.110000610351562,17.110000610351562,17.110000610351562,17.110000610351562,0,0,0
39,1928-02-28,17.15999984741211,17.15999984741211,17.15999984741211,17.15999984741211,0,0,0
40,1928-02-29,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,0,0,0
41,1928-03-01,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0,0,0
42,1928-03-02,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0,0,0
43,1928-03-05,17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422,0,0,0
44,1928-03-06,17.670000076293945,17.670000076293945,17.670000076293945,17.670000076293945,0,0,0
45,1928-03-07,17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055,0,0,0
46,1928-03-08,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,0,0,0
47,1928-03-09,17.93000030517578,17.93000030517578,17.93000030517578,17.93000030517578,0,0,0
48,1928-03-12,18.0,18.0,18.0,18.0,0,0,0
49,1928-03-13,17.920000076293945,17.920000076293945,17.920000076293945,17.920000076293945,0,0,0
50,1928-03-14,17.93000030517578,17.93000030517578,17.93000030517578,17.93000030517578,0,0,0
51,1928-03-15,18.06999969482422,18.06999969482422,18.06999969482422,18.06999969482422,0,0,0
52,1928-03-16,18.260000228881836,18.260000228881836,18.260000228881836,18.260000228881836,0,0,0
53,1928-03-19,18.360000610351562,18.360000610351562,18.360000610351562,18.360000610351562,0,0,0
54,1928-03-20,18.459999084472656,18.459999084472656,18.459999084472656,18.459999084472656,0,0,0
55,1928-03-21,18.649999618530273,18.649999618530273,18.649999618530273,18.649999618530273,0,0,0
56,1928-03-22,18.600000381469727,18.600000381469727,18.600000381469727,18.600000381469727,0,0,0
57,1928-03-23,18.780000686645508,18.780000686645508,18.780000686645508,18.780000686645508,0,0,0
58,1928-03-26,19.049999237060547,19.049999237060547,19.049999237060547,19.049999237060547,0,0,0
59,1928-03-27,18.940000534057617,18.940000534057617,18.940000534057617,18.940000534057617,0,0,0
60,1928-03-28,18.889999389648438,18.889999389648438,18.889999389648438,18.889999389648438,0,0,0
61,1928-03-29,18.950000762939453,18.950000762939453,18.950000762939453,18.950000762939453,0,0,0
62,1928-03-30,19.280000686645508,19.280000686645508,19.280000686645508,19.280000686645508,0,0,0
63,1928-04-02,18.90999984741211,18.90999984741211,18.90999984741211,18.90999984741211,0,0,0
64,1928-04-03,19.020000457763672,19.020000457763672,19.020000457763672,19.020000457763672,0,0,0
65,1928-04-04,18.989999771118164,18.989999771118164,18.989999771118164,18.989999771118164,0,0,0
